renderedObject,renderTime,gpuName,gpuBackend,peakMemory,releaseYear,baseClock,boostClock,textureRate,pixelRate,architecture,memoryType,generation,busInterface,rtCores,tensorCores
bmw27,36.7461,AMD Radeon RX 6800 XT,OPENCL,2149.18,2020,1825.0,2250.0,648.0,288.0,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,72,0
bmw27,27.2524,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,18.5361,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
pavillon_barcelona,108.561,GeForce RTX 3090,CUDA,156.3,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,112.96,GeForce GTX TITAN X,CUDA,146,2015,1000.0,1089.0,209.1,104.5,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
bmw27,90.5781,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
classroom,267.143,GeForce GTX 1070,CUDA,352.55,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,52.5364,Tesla P100-PCIE-16GB,OPTIX,131.13,2016,1190.0,1329.0,297.7,127.6,Pascal,HBM2,Tesla Pascal(Pxx),PCIe 3.0 x16,0,0
bmw27,28.4457,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,46.7234,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,28.3974,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,22.7721,GeForce RTX 2080 Ti,OPTIX,131.13,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,28.4057,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,28.5062,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,28.418,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,28.3507,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,29.1554,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,31.1483,GeForce RTX 3060 Ti,CUDA,146,2020,1410.0,1665.0,253.1,133.2,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,38,152
bmw27,52.8072,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,28.4074,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,25.0409,GeForce RTX 2080 SUPER,OPTIX,131.13,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,17.4466,GeForce RTX 3060 Ti,OPTIX,131.13,2020,1410.0,1665.0,253.1,133.2,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,38,152
bmw27,9.20459,GeForce RTX 3090,OPTIX,131.13,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,17.9004,GeForce RTX 3060 Ti,OPTIX,131.13,2020,1410.0,1665.0,253.1,133.2,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,38,152
classroom,310.534,GeForce RTX 2070,CUDA,352.55,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
bmw27,473.073,Quadro K4100M,CUDA,146,2013,706.0,706.0,67.78,16.94,Kepler,GDDR5,Quadro Kepler-M(Kx100M),MXM-B (3.0),0,0
bmw27,28.4684,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,94.6315,GeForce GTX 1660 Ti,CUDA,146,2019,1500.0,1770.0,169.9,84.96,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,25.2008,GeForce RTX 2080 SUPER,OPTIX,131.13,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,92.6601,GeForce GTX 1660,CUDA,146,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
bmw27,29.8116,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,84.157,GeForce GTX 1660 SUPER,OPTIX,131.13,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,74.3046,GeForce GTX 1660,OPTIX,131.13,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
bmw27,72.0628,GeForce GTX 1660,OPTIX,131.13,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
bmw27,69.2085,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,90.2005,GeForce GTX 1660,CUDA,146,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
bmw27,71.9597,GeForce GTX 1660,OPTIX,131.13,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
bmw27,19.2024,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,17.8195,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
classroom,63.4151,GeForce RTX 3090,CUDA,352.55,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,64.5237,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
classroom,359.231,Radeon RX 580 Series,OPENCL,2277.14,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,18.6717,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
classroom,357.032,Radeon RX 580 Series,OPENCL,2277.14,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,164.285,Radeon RX 580 Series,OPENCL,2149.18,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,31.5688,GeForce RTX 2060 SUPER,OPTIX,131.13,2019,1470.0,1650.0,224.4,105.6,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,34,272
bmw27,9.14373,GeForce RTX 3090,OPTIX,131.13,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
classroom,587.969,GeForce GTX 1650,CUDA,352.55,2019,1485.0,1665.0,93.24,53.28,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
classroom,39.1869,GeForce RTX 3090,OPTIX,345.3,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,100.111,GeForce RTX 2060 SUPER,CUDA,146,2019,1470.0,1650.0,224.4,105.6,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,34,272
bmw27,9.12346,GeForce RTX 3090,OPTIX,131.13,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,18.7949,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,9.10882,GeForce RTX 3090,OPTIX,131.13,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
classroom,333.797,GeForce GTX 1070,CUDA,336.54,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,18.2298,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
classroom,389.543,GeForce GTX 1070,OPTIX,345.3,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
classroom,171.804,GeForce RTX 2070,OPTIX,345.3,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
classroom,328.816,GeForce GTX 1070,CUDA,352.55,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,36.7412,AMD Radeon RX 6900 XT,OPENCL,2149.18,2020,1825.0,2250.0,720.0,288.0,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,80,0
bmw27,15.7483,GeForce RTX 3070,OPTIX,131.13,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,165.721,GeForce GTX 970,CUDA,146,2014,1050.0,1178.0,122.5,65.97,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
bmw27,167.399,GeForce GTX 970,OPTIX,131.13,2014,1050.0,1178.0,122.5,65.97,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
bmw27,36.1741,AMD Radeon RX 6900 XT,OPENCL,2149.18,2020,1825.0,2250.0,720.0,288.0,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,80,0
bmw27,67.7602,GeForce RTX 2070,CUDA,146,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
bmw27,64.4884,GeForce RTX 2060 SUPER,CUDA,146,2019,1470.0,1650.0,224.4,105.6,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,34,272
bmw27,90.4808,GeForce GTX 1070 Ti,CUDA,146,2017,1607.0,1683.0,255.8,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,9.51136,GeForce RTX 3090,OPTIX,131.13,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,72.6491,GeForce GTX 1660 Ti,OPTIX,131.13,2019,1500.0,1770.0,169.9,84.96,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,180.864,Radeon RX 570 Series,OPENCL,1711.1,2017,1168.0,1244.0,159.2,39.81,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,128.292,Radeon RX 5500 XT,OPENCL,2149.18,2019,1607.0,1845.0,162.4,59.04,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x8,0,0
bmw27,64.592,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,165.72,GeForce GTX 1060 3GB,CUDA,146,2016,1506.0,1708.0,123.0,81.98,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,30.3078,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,15.6183,GeForce RTX 3070,OPTIX,131.13,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,18.9185,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,25.9155,GeForce RTX 2070 Super,OPTIX,131.13,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,111.326,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,28.8769,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,106.718,GeForce GTX 1070,OPTIX,131.13,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,44.481,AMD Radeon RX 6800,OPENCL,2149.18,2020,1700.0,2105.0,505.2,202.1,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,60,0
bmw27,28.4317,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,28.0606,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
fishy_cat,332.566,GeForce GTX 1060 3GB,CUDA,684.02,2016,1506.0,1708.0,123.0,81.98,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,40.0215,AMD Radeon RX 6800,OPENCL,2149.18,2020,1700.0,2105.0,505.2,202.1,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,60,0
bmw27,21.6446,GeForce RTX 3080,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,153.34,GeForce GTX 1650 SUPER,CUDA,146,2019,1530.0,1725.0,138.0,55.2,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,11.0906,GeForce RTX 3080,OPTIX,131.13,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,65.9698,GeForce RTX 2070,CUDA,146,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
fishy_cat,34.2786,GeForce RTX 3090,CUDA,684.01,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,20.4486,GeForce RTX 3080,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,98.3622,GeForce GTX 1660 SUPER,CUDA,146,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,28.4777,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,29.4233,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,29.3772,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,16.0461,GeForce RTX 3070,OPTIX,131.13,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,159.698,GeForce GTX 970,CUDA,146,2014,1050.0,1178.0,122.5,65.97,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
bmw27,42.5825,AMD Radeon RX 6800,OPENCL,2149.18,2020,1700.0,2105.0,505.2,202.1,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,60,0
pavillon_barcelona,485.969,GeForce RTX 2070,CUDA,155.98,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
bmw27,42.2256,AMD Radeon RX 6800,OPENCL,2149.18,2020,1700.0,2105.0,505.2,202.1,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,60,0
bmw27,42.8584,AMD Radeon RX 6800,OPENCL,2149.18,2020,1700.0,2105.0,505.2,202.1,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,60,0
bmw27,339.729,GeForce GTX 1050,CUDA,146,2016,1354.0,1455.0,58.2,46.56,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,84.5701,GeForce RTX 2070 with Max-Q Design,CUDA,146,2019,885.0,1185.0,170.6,75.84,Turing,GDDR6,GeForce 20 Mobile,PCIe 3.0 x16,36,288
bmw27,321.766,GeForce GTX 1050,CUDA,146,2016,1354.0,1455.0,58.2,46.56,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,555.931,GeForce GT 1030,CUDA,146,2017,1228.0,1468.0,35.23,23.49,Pascal,GDDR5,GeForce 10,PCIe 3.0 x4,0,0
bmw27,46.1024,GeForce RTX 2060,OPTIX,131.13,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,23.5703,GeForce RTX 2070 SUPER,OPTIX,131.13,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,15.7412,GeForce RTX 3070,OPTIX,131.13,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,68.2073,AMD Radeon RX 5700 XT,OPENCL,2149.18,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,25.2431,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,25.1156,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,61.5183,GeForce RTX 2080 Super with Max-Q Design,CUDA,146,2020,735.0,975.0,187.2,62.4,Turing,GDDR6,GeForce 20 Mobile,PCIe 3.0 x16,48,384
bmw27,9.27609,GeForce RTX 3090,OPTIX,131.13,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,9.21873,GeForce RTX 3090,OPTIX,131.13,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,19.736,A100-PCIE-40GB,CUDA,146,2020,765.0,1410.0,609.1,225.6,Ampere,HBM2e,Server Ampere(Axx),PCIe 4.0 x16,0,432
bmw27,17.6112,A100-PCIE-40GB,OPTIX,131.13,2020,765.0,1410.0,609.1,225.6,Ampere,HBM2e,Server Ampere(Axx),PCIe 4.0 x16,0,432
bmw27,66.1299,AMD Radeon RX 5700 XT,OPENCL,2149.18,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,75.8129,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,18.259,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,18.4588,A100-PCIE-40GB,OPTIX,131.13,2020,765.0,1410.0,609.1,225.6,Ampere,HBM2e,Server Ampere(Axx),PCIe 4.0 x16,0,432
bmw27,11.7323,GeForce RTX 3080,OPTIX,131.13,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,93.3095,GeForce GTX 1080,CUDA,146,2016,1607.0,1733.0,277.3,110.9,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,147.275,GeForce GTX 780,CUDA,146,2013,863.0,902.0,173.2,43.3,Kepler,GDDR5,GeForce 700,PCIe 3.0 x16,0,0
bmw27,28.6574,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,15.651,GeForce RTX 3070,OPTIX,131.13,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,88.2684,GeForce GTX 1660 SUPER,CUDA,145.99,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,145.163,GeForce GTX 1060 6GB,CUDA,146,2016,1506.0,1709.0,136.7,82.03,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,149.712,GeForce GTX 1060 6GB,CUDA,146,2016,1506.0,1709.0,136.7,82.03,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,178.294,GeForce GTX 1060 3GB,CUDA,146,2016,1506.0,1708.0,123.0,81.98,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
fishy_cat,16.3349,GeForce RTX 3090,OPTIX,556.68,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,17.3976,A100-PCIE-40GB,OPTIX,131.13,2020,765.0,1410.0,609.1,225.6,Ampere,HBM2e,Server Ampere(Axx),PCIe 4.0 x16,0,432
bmw27,35.2119,AMD Radeon RX 6900 XT,OPENCL,2149.18,2020,1825.0,2250.0,720.0,288.0,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,80,0
bmw27,77.017,GeForce RTX 2070,CUDA,146,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
koro,2203.78,AMD FirePro W5100,OPENCL,1822.29,2014,930.0,930.0,44.64,14.88,GCN 2.0,GDDR5,FirePro GCN(Wx100),PCIe 3.0 x16,0,0
bmw27,121.424,GeForce GTX 1070,OPTIX,131.13,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,28.8558,GeForce RTX 3070 Laptop GPU,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,38.4878,AMD Radeon RX 6800 XT,OPENCL,2149.18,2020,1825.0,2250.0,648.0,288.0,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,72,0
bmw27,71.6864,AMD Radeon RX 5700,OPENCL,2149.18,2019,1465.0,1725.0,248.4,110.4,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,19.1275,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,91.6306,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,150.143,GeForce GTX 970,CUDA,146,2014,1050.0,1178.0,122.5,65.97,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
classroom,50.8065,GeForce RTX 3070,OPTIX,345.3,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
classroom,46.2252,GeForce RTX 3070,OPTIX,345.3,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
classroom,52.7275,GeForce RTX 3070,OPTIX,345.3,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
classroom,46.064,GeForce RTX 3070,OPTIX,345.3,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,36.1225,GeForce RTX 3060 Ti,CUDA,146,2020,1410.0,1665.0,253.1,133.2,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,38,152
bmw27,83.8184,AMD Radeon RX 5700,OPENCL,2149.18,2019,1465.0,1725.0,248.4,110.4,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,84.9303,AMD Radeon RX 5700,OPENCL,2149.18,2019,1465.0,1725.0,248.4,110.4,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,8.96298,GeForce RTX 3090,OPTIX,131.13,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,73.9036,AMD Radeon RX 5700,OPENCL,2149.18,2019,1465.0,1725.0,248.4,110.4,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,68.7609,AMD Radeon RX 5700,OPENCL,2149.18,2019,1465.0,1725.0,248.4,110.4,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,149.084,GeForce GTX 1060 6GB,CUDA,146,2016,1506.0,1709.0,136.7,82.03,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,15.6976,GeForce RTX 3070,OPTIX,131.13,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,25.39,GeForce RTX 2070 SUPER,OPTIX,131.13,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
classroom,330.687,GeForce GTX 1660 SUPER,CUDA,352.55,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,15.5532,GeForce RTX 3070,OPTIX,131.13,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,10.8652,GeForce RTX 3080,OPTIX,131.13,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
pavillon_barcelona,54.3078,GeForce RTX 3080,OPTIX,150.08,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,10.8651,GeForce RTX 3080,OPTIX,131.13,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
fishy_cat,16.3564,GeForce RTX 3090,OPTIX,556.68,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
